id,2010_gdp,2011_gdp,2012_gdp,2013_gdp,2014_gdp,2015_gdp,Aggravated_assault_2011,Aggravated_assault_2014,Aggravated_assault_2015,Aggravated_assault_2010,Aggravated_assault_2012,Aggravated_assault_2013,Arson_2010,Arson_2011,Arson_2012,Arson_2013,Arson_2014,Arson_2015,Burglary_2010,Burglary_2011,Burglary_2012,Burglary_2013,Burglary_2014,Burglary_2015,City,Forcible_rape_2011,Larceny_Theft_2010,Larceny_Theft_2012,Larceny_Theft_2013,Larceny_Theft_2014,Larceny_Theft_2011,Larceny_Theft_2015,Motor_vehicle_theft_2011,Motor_vehicle_theft_2014,Motor_vehicle_theft_2015,Motor_vehicle_theft_2010,Motor_vehicle_theft_2012,Motor_vehicle_theft_2013,Murder_Manslaughter_2010,Murder_Manslaughter_2012,Murder_Manslaughter_2013,Murder_Manslaughter_2014,Murder_Manslaughter_2015,Murder_Manslaughter_2011,Population_2010,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Property_crime_2011,Property_crime_2014,Property_crime_2015,Property_crime_2010,Property_crime_2012,Property_crime_2013,Rape_legacy_2014,Rape_legacy_2015,Rape_2010,Rape_2012,Rape_2013,Rape_2014,Rape_2015,Rape_legacy_2013,Robbery_2010,Robbery_2011,Robbery_2012,Robbery_2013,Robbery_2014,Robbery_2015,State,Violent_crime_2011,Violent_crime_2014,Violent_crime_2015,Violent_crime_2010,Violent_crime_2012,Violent_crime_2013
279,15444.00,15714.00,17166.00,16069.00,16232.00,16670.00,190.00,,243.00,151.00,,236.00,26.00,27.00,,32.00,,32.00,2163.00,2059.00,,1661.00,,1741.00,Gulfport-Biloxi-Pascagoula,70.00,5134.00,,5268.00,,5037.00,5641.00,359.00,,380.00,343.00,,301.00,9.00,,6.00,,12.00,15.00,139635.00,134747.00,,137824.00,,140146.00,7455.00,,7762.00,7640.00,,7230.00,0.00,0.00,76.00,,,,90.00,0.00,223.00,195.00,,180.00,,201.00,Mississippi,470.00,,546.00,459.00,,496.00
280,7683.00,8029.00,8320.00,8430.00,8653.00,8936.00,164.00,,179.00,116.00,161.00,162.00,34.00,40.00,31.00,31.00,,44.00,418.00,553.00,437.00,472.00,,398.00,Hagerstown-Martinsburg,6.00,1828.00,1752.00,1753.00,,1826.00,1520.00,103.00,,115.00,159.00,153.00,100.00,0.00,3.00,6.00,,6.00,1.00,58218.00,57287.00,57762.00,58455.00,,58331.00,2482.00,,2033.00,2405.00,2342.00,2325.00,0.00,0.00,12.00,14.00,,,18.00,0.00,114.00,96.00,108.00,128.00,,128.00,MD-WV,267.00,,331.00,242.00,286.00,314.00
281,4304.00,5043.00,5048.00,5223.00,5264.00,5407.00,178.00,322.00,320.00,169.00,304.00,283.00,6.00,12.00,14.00,13.00,10.00,10.00,371.00,392.00,420.00,448.00,364.00,382.00,Hanford-Corcoran,8.00,842.00,1385.00,1616.00,1610.00,1209.00,1716.00,201.00,175.00,312.00,235.00,234.00,239.00,0.00,2.00,2.00,1.00,1.00,3.00,76015.00,79706.00,79906.00,77715.00,77881.00,77734.00,1802.00,2149.00,2410.00,1448.00,2039.00,2303.00,0.00,0.00,7.00,28.00,,,27.00,0.00,47.00,61.00,64.00,73.00,36.00,71.00,California,250.00,391.00,419.00,223.00,398.00,370.00
282,29162.00,29912.00,30875.00,31587.00,32544.00,33730.00,269.00,233.00,,274.00,286.00,,32.00,17.00,23.00,,25.00,,738.00,715.00,673.00,,527.00,,Harrisburg-Carlisle,70.00,1859.00,2202.00,,1686.00,2010.00,,254.00,141.00,,195.00,161.00,,14.00,11.00,,17.00,,8.00,66217.00,68428.00,68856.00,,68083.00,,2979.00,2354.00,,2792.00,3036.00,,0.00,0.00,73.00,71.00,,49.00,,0.00,473.00,408.00,407.00,,285.00,,Pennsylvania,755.00,584.00,,834.00,775.00,
283,81935.00,81231.00,80791.00,80766.00,83544.00,86113.00,1044.00,874.00,913.00,1082.00,1055.00,935.00,105.00,102.00,101.00,54.00,52.00,67.00,1574.00,1827.00,1655.00,1484.00,1371.00,1310.00,Hartford-West Hartford-East Hartford,81.00,5871.00,5844.00,5534.00,5571.00,5490.00,5573.00,1103.00,953.00,1165.00,1059.00,1088.00,842.00,33.00,25.00,24.00,22.00,33.00,28.00,236385.00,239738.00,240121.00,239478.00,239488.00,238831.00,8420.00,7895.00,8048.00,8504.00,8587.00,7860.00,0.00,0.00,68.00,55.00,,70.00,70.00,0.00,688.00,727.00,758.00,655.00,594.00,628.00,Connecticut,1880.00,1560.00,1644.00,1871.00,1893.00,1700.00
284,11539.00,11681.00,11985.00,11926.00,12247.00,13062.00,207.00,154.00,,169.00,223.00,,19.00,14.00,17.00,,26.00,,915.00,907.00,862.00,,714.00,,Hickory-Lenoir-Morganton,17.00,2832.00,3054.00,,2462.00,2908.00,,184.00,147.00,,184.00,221.00,,1.00,4.00,,4.00,,6.00,76733.00,76109.00,75716.00,,75215.00,,3999.00,3323.00,,3931.00,4137.00,,0.00,0.00,29.00,26.00,,,,0.00,113.00,97.00,115.00,,62.00,,North Carolina,327.00,244.00,,312.00,368.00,
285,7345.00,7214.00,7228.00,7371.00,7722.00,7927.00,145.00,84.00,100.00,121.00,123.00,153.00,6.00,2.00,6.00,5.00,5.00,1.00,225.00,192.00,219.00,187.00,234.00,182.00,Hilton Head Island-Bluffton-Beaufort,7.00,954.00,1028.00,959.00,1076.00,932.00,817.00,35.00,54.00,34.00,41.00,38.00,37.00,1.00,2.00,0.00,1.00,7.00,2.00,26975.00,25181.00,25508.00,25965.00,26845.00,28985.00,1159.00,1364.00,1033.00,1220.00,1285.00,1183.00,0.00,0.00,5.00,9.00,8.00,9.00,10.00,0.00,39.00,49.00,44.00,41.00,36.00,40.00,South Carolina,203.00,130.00,157.00,166.00,178.00,202.00
286,11097.00,10962.00,11738.00,12394.00,12846.00,11744.00,171.00,194.00,214.00,201.00,192.00,172.00,,9.00,6.00,9.00,,8.00,477.00,370.00,355.00,336.00,256.00,342.00,Houma-Thibodaux,25.00,1784.00,1921.00,1849.00,1676.00,1707.00,2004.00,61.00,70.00,73.00,111.00,73.00,72.00,4.00,3.00,6.00,5.00,8.00,2.00,47175.00,48734.00,48646.00,48261.00,48694.00,48850.00,2138.00,2002.00,2419.00,2372.00,2349.00,2257.00,0.00,0.00,16.00,8.00,,16.00,25.00,0.00,102.00,84.00,72.00,74.00,75.00,49.00,Louisiana,282.00,290.00,296.00,323.00,275.00,272.00
287,401087.00,441158.00,469925.00,504708.00,522028.00,503311.00,11930.00,10824.00,10456.00,12136.00,11411.00,10336.00,866.00,774.00,757.00,711.00,718.00,671.00,28159.00,27679.00,26919.00,23989.00,21849.00,20065.00,Houston-The Woodlands-Sugar Land,776.00,76138.00,69195.00,74902.00,69257.00,69772.00,67873.00,12314.00,14491.00,13585.00,12905.00,13105.00,13641.00,269.00,217.00,215.00,243.00,304.00,199.00,2364227.00,2224103.00,2260197.00,2264066.00,2304988.00,2364031.00,109765.00,105597.00,101523.00,117202.00,109219.00,112532.00,0.00,0.00,719.00,669.00,,818.00,997.00,0.00,9509.00,8083.00,9422.00,9926.00,10222.00,10320.00,Texas,20988.00,22107.00,22077.00,22633.00,21719.00,21101.00
288,111084.00,113776.00,117104.00,123106.00,129001.00,134081.00,5358.00,6311.00,6586.00,,6110.00,5955.00,,481.00,446.00,372.00,,,,15856.00,15528.00,14178.00,12750.00,11609.00,Indianapolis-Carmel-Anderson,473.00,,30186.00,28558.00,26518.00,29369.00,27635.00,5522.00,5432.00,5166.00,,4852.00,5278.00,,98.00,134.00,138.00,149.00,98.00,,969036.00,976601.00,990467.00,1001338.00,1007461.00,50747.00,44700.00,44410.00,,50566.00,48014.00,0.00,0.00,,492.00,,634.00,742.00,0.00,,3461.00,3523.00,3914.00,3887.00,3893.00,Indiana,9390.00,10970.00,11370.00,,10223.00,10699.00
289,4927.00,5187.00,5416.00,5815.00,5840.00,6029.00,202.00,182.00,211.00,174.00,193.00,176.00,23.00,27.00,19.00,28.00,17.00,14.00,679.00,761.00,638.00,650.00,532.00,442.00,Janesville-Beloit,34.00,3008.00,3005.00,2406.00,2693.00,2864.00,2504.00,107.00,90.00,101.00,122.00,114.00,82.00,4.00,3.00,1.00,9.00,3.00,3.00,100302.00,100979.00,100650.00,100420.00,100757.00,100984.00,3732.00,3315.00,3047.00,3809.00,3757.00,3138.00,0.00,0.00,44.00,29.00,,,,0.00,99.00,86.00,73.00,61.00,81.00,70.00,Wisconsin,325.00,310.00,324.00,321.00,298.00,295.00
290,12784.00,13135.00,13345.00,13903.00,14307.00,14907.00,,652.00,640.00,512.00,444.00,,46.00,,40.00,,25.00,32.00,1274.00,,1019.00,,864.00,809.00,Kalamazoo-Portage,,3854.00,3553.00,,3303.00,,3063.00,,231.00,206.00,221.00,191.00,,10.00,9.00,,6.00,3.00,,117967.00,,121455.00,,123676.00,124539.00,,4398.00,4078.00,5349.00,4763.00,,0.00,0.00,100.00,100.00,,128.00,113.00,0.00,201.00,,180.00,,175.00,193.00,Michigan,,961.00,949.00,823.00,733.00,
291,11200.00,11380.00,11019.00,11157.00,11377.00,11966.00,229.00,176.00,139.00,221.00,211.00,225.00,32.00,49.00,29.00,23.00,18.00,35.00,534.00,664.00,637.00,649.00,634.00,576.00,Kennewick-Richland,40.00,2754.00,2814.00,2803.00,2799.00,3131.00,2852.00,231.00,195.00,163.00,185.00,191.00,193.00,0.00,1.00,5.00,5.00,3.00,3.00,116836.00,123889.00,127028.00,128973.00,130826.00,132432.00,4026.00,3628.00,3591.00,3473.00,3642.00,3645.00,0.00,0.00,37.00,53.00,51.00,45.00,58.00,0.00,47.00,43.00,46.00,54.00,54.00,30.00,Washington,315.00,280.00,230.00,305.00,311.00,335.00
292,15097.00,15449.00,15655.00,15447.00,15663.00,16564.00,639.00,613.00,580.00,746.00,626.00,,39.00,41.00,36.00,,42.00,22.00,2599.00,2609.00,,,1828.00,1623.00,Killeen-Temple,90.00,4998.00,4729.00,,4953.00,4369.00,4787.00,271.00,343.00,330.00,319.00,281.00,,12.00,13.00,,15.00,19.00,15.00,183001.00,198106.00,200159.00,,210260.00,212277.00,7249.00,7124.00,6740.00,7916.00,,,0.00,0.00,114.00,104.00,,135.00,206.00,0.00,330.00,256.00,310.00,,258.00,220.00,Texas,1000.00,1021.00,1025.00,1202.00,1053.00,
293,10194.00,11032.00,11580.00,11686.00,11695.00,11784.00,341.00,262.00,261.00,298.00,284.00,220.00,15.00,12.00,14.00,10.00,13.00,9.00,509.00,552.00,431.00,381.00,356.00,369.00,Kingsport-Bristol-Bristol,22.00,2257.00,2387.00,2151.00,2130.00,2556.00,2094.00,132.00,145.00,145.00,98.00,132.00,125.00,1.00,2.00,0.00,2.00,5.00,3.00,44587.00,48640.00,49639.00,51496.00,53010.00,53091.00,3240.00,2631.00,2608.00,2864.00,2950.00,2657.00,0.00,0.00,26.00,31.00,16.00,20.00,30.00,0.00,52.00,62.00,50.00,31.00,35.00,50.00,TN-VA,428.00,319.00,346.00,377.00,367.00,267.00
294,5901.00,6079.00,6329.00,6485.00,6767.00,7005.00,132.00,57.00,65.00,107.00,98.00,65.00,5.00,3.00,2.00,2.00,9.00,4.00,373.00,386.00,465.00,331.00,240.00,342.00,La Crosse-Onalaska,19.00,1704.00,1940.00,1601.00,1639.00,1835.00,2109.00,79.00,45.00,63.00,84.00,53.00,45.00,1.00,4.00,1.00,0.00,1.00,0.00,68551.00,69357.00,69796.00,70149.00,70001.00,71245.00,2300.00,1924.00,2514.00,2161.00,2458.00,1977.00,0.00,0.00,25.00,22.00,20.00,20.00,20.00,0.00,36.00,27.00,40.00,29.00,31.00,16.00,WI-MN,178.00,108.00,102.00,169.00,164.00,115.00
295,8375.00,8751.00,8947.00,9222.00,9613.00,9959.00,363.00,238.00,338.00,221.00,360.00,310.00,26.00,20.00,11.00,13.00,9.00,,603.00,693.00,793.00,808.00,678.00,747.00,Lafayette-West Lafayette,41.00,2382.00,2761.00,2896.00,2828.00,2573.00,2921.00,193.00,269.00,246.00,205.00,226.00,248.00,2.00,1.00,2.00,2.00,4.00,3.00,98333.00,97230.00,98175.00,98860.00,101941.00,103858.00,3459.00,3775.00,3914.00,3190.00,3780.00,3952.00,0.00,0.00,34.00,44.00,,,,0.00,55.00,54.00,80.00,73.00,98.00,111.00,Indiana,461.00,383.00,511.00,312.00,485.00,426.00
296,3633.00,3650.00,3645.00,3733.00,3854.00,3846.00,146.00,125.00,110.00,,115.00,155.00,,9.00,8.00,8.00,17.00,4.00,,531.00,662.00,683.00,470.00,423.00,Lake Havasu City-Kingman,33.00,,2281.00,2058.00,1981.00,2127.00,1895.00,130.00,129.00,112.00,,188.00,132.00,,2.00,2.00,2.00,1.00,3.00,,81736.00,82101.00,81291.00,81418.00,81871.00,2788.00,2580.00,2430.00,,3131.00,2873.00,0.00,0.00,,19.00,,20.00,39.00,0.00,,17.00,15.00,30.00,14.00,20.00,Arizona,199.00,161.00,170.00,,151.00,215.00
297,17368.00,17390.00,17263.00,18189.00,18387.00,19077.00,574.00,378.00,336.00,451.00,451.00,401.00,12.00,20.00,6.00,8.00,7.00,8.00,1472.00,1791.00,1785.00,1483.00,1372.00,1174.00,Lakeland-Winter Haven,48.00,5216.00,5002.00,5262.00,4973.00,4906.00,4872.00,307.00,291.00,371.00,326.00,241.00,242.00,14.00,15.00,9.00,10.00,5.00,10.00,128550.00,133086.00,134693.00,136050.00,137363.00,140500.00,7004.00,6636.00,6417.00,7014.00,7028.00,6987.00,0.00,0.00,30.00,41.00,76.00,87.00,110.00,0.00,208.00,218.00,203.00,189.00,202.00,172.00,Florida,850.00,677.00,623.00,703.00,710.00,675.00
298,19311.00,19310.00,19397.00,20102.00,20753.00,20886.00,853.00,974.00,977.00,999.00,850.00,867.00,56.00,70.00,99.00,129.00,69.00,86.00,1682.00,1942.00,1522.00,1418.00,1102.00,1121.00,Lansing-East Lansing,107.00,3315.00,2898.00,2881.00,2741.00,3096.00,2619.00,292.00,431.00,438.00,285.00,347.00,460.00,11.00,13.00,8.00,12.00,10.00,9.00,157312.00,162753.00,163389.00,162413.00,162456.00,163362.00,5330.00,4274.00,4178.00,5282.00,4767.00,4759.00,0.00,0.00,104.00,109.00,158.00,144.00,156.00,0.00,288.00,282.00,222.00,280.00,277.00,278.00,Michigan,1251.00,1407.00,1421.00,1402.00,1194.00,1313.00
299,85020.00,86028.00,88168.00,90467.00,96750.00,103343.00,6901.00,,,,,,,276.00,,,,,,13942.00,,,,,Las Vegas-Henderson,709.00,,,,,25046.00,,7215.00,,,,,,,,,,,84.00,,1718376.00,,,,,46203.00,,,,,,0.00,0.00,,,,,,0.00,,3690.00,,,,,Nevada,11384.00,,,,,
300,3803.00,3840.00,3982.00,3985.00,4159.00,4143.00,45.00,45.00,38.00,46.00,36.00,56.00,22.00,17.00,14.00,25.00,6.00,6.00,313.00,587.00,507.00,510.00,333.00,268.00,Lewiston-Auburn,20.00,1604.00,1931.00,1706.00,1392.00,1819.00,1131.00,39.00,55.00,60.00,34.00,72.00,73.00,2.00,0.00,0.00,2.00,0.00,3.00,58106.00,59639.00,59521.00,59370.00,59375.00,59112.00,2445.00,1780.00,1459.00,1951.00,2510.00,2289.00,0.00,0.00,25.00,30.00,35.00,29.00,29.00,0.00,61.00,52.00,61.00,30.00,36.00,24.00,Maine,120.00,112.00,91.00,134.00,127.00,121.00
301,23538.00,24296.00,25354.00,26081.00,27197.00,28589.00,743.00,333.00,355.00,1026.00,346.00,327.00,39.00,30.00,60.00,46.00,43.00,47.00,2679.00,2724.00,2854.00,2574.00,2393.00,2505.00,Lexington-Fayette,105.00,7704.00,9641.00,9042.00,8816.00,9036.00,8901.00,671.00,925.00,999.00,641.00,904.00,831.00,18.00,12.00,18.00,20.00,15.00,14.00,300069.00,297847.00,302332.00,308712.00,311848.00,314077.00,12431.00,12134.00,12405.00,11024.00,13399.00,12447.00,0.00,0.00,87.00,102.00,134.00,134.00,163.00,0.00,593.00,496.00,606.00,467.00,554.00,511.00,Kentucky,1358.00,1041.00,1044.00,1724.00,1066.00,946.00
302,33325.00,34603.00,35720.00,37371.00,38330.00,39270.00,2351.00,2334.00,2650.00,2446.00,1991.00,2145.00,130.00,121.00,106.00,109.00,79.00,111.00,5821.00,6162.00,5858.00,5025.00,4086.00,3341.00,Little Rock-North Little Rock-Conway,203.00,15126.00,16387.00,15716.00,14793.00,16031.00,14429.00,1549.00,1228.00,1365.00,1540.00,1569.00,1463.00,35.00,54.00,49.00,52.00,48.00,53.00,314476.00,317117.00,319880.00,326857.00,330143.00,332354.00,23742.00,20107.00,19135.00,22487.00,23814.00,22204.00,0.00,0.00,184.00,175.00,152.00,179.00,209.00,0.00,1092.00,1156.00,1060.00,1131.00,877.00,881.00,Arkansas,3763.00,3442.00,3788.00,3757.00,3280.00,3477.00
303,762565.00,779241.00,805023.00,843758.00,879960.00,930817.00,10958.00,11708.00,15897.00,11270.00,10390.00,9315.00,1467.00,1505.00,1393.00,1562.00,1238.00,1228.00,21933.00,21949.00,21792.00,20916.00,19853.00,20730.00,Los Angeles-Long Beach-Anaheim,1045.00,67641.00,70733.00,69120.00,66776.00,66762.00,76497.00,18928.00,17144.00,20651.00,20245.00,19154.00,18418.00,332.00,346.00,296.00,297.00,336.00,337.00,4642466.00,4645116.00,4669541.00,4693710.00,4724851.00,4788515.00,107639.00,103773.00,117878.00,109819.00,111679.00,108454.00,0.00,0.00,1145.00,1133.00,,,2515.00,0.00,12618.00,11843.00,10662.00,9440.00,9256.00,10445.00,California,24183.00,22576.00,29193.00,25365.00,22531.00,20000.00
304,21483.00,22662.00,22948.00,23516.00,24690.00,25442.00,501.00,472.00,533.00,413.00,465.00,440.00,88.00,89.00,86.00,54.00,38.00,36.00,1305.00,1262.00,1224.00,1217.00,1001.00,802.00,Manchester-Nashua,93.00,4431.00,4750.00,4998.00,4626.00,4829.00,4317.00,233.00,237.00,277.00,227.00,235.00,227.00,2.00,1.00,10.00,6.00,10.00,5.00,194624.00,196315.00,196910.00,197463.00,197850.00,198094.00,6324.00,5864.00,5396.00,5963.00,6209.00,6442.00,0.00,0.00,101.00,109.00,123.00,118.00,139.00,0.00,201.00,231.00,253.00,356.00,289.00,262.00,New Hampshire,830.00,885.00,944.00,717.00,828.00,929.00
305,3953.00,4209.00,4401.00,4597.00,4757.00,4967.00,49.00,85.00,71.00,64.00,94.00,73.00,9.00,14.00,8.00,7.00,9.00,12.00,270.00,437.00,374.00,377.00,258.00,268.00,Mankato-North Mankato,,1438.00,1693.00,1583.00,1348.00,1678.00,1509.00,58.00,78.00,71.00,51.00,64.00,63.00,2.00,0.00,1.00,1.00,0.00,1.00,49669.00,53109.00,53305.00,53717.00,54407.00,54107.00,2173.00,1684.00,1848.00,1759.00,2131.00,2023.00,0.00,0.00,,,22.00,27.00,23.00,0.00,18.00,24.00,30.00,33.00,20.00,20.00,Minnesota,,133.00,114.00,,,129.00
306,14929.00,15604.00,16449.00,17385.00,18333.00,18805.00,397.00,330.00,387.00,374.00,432.00,312.00,34.00,51.00,41.00,43.00,56.00,38.00,2204.00,1733.00,1783.00,1721.00,1282.00,1274.00,McAllen-Edinburg-Mission,61.00,12031.00,10205.00,10272.00,9986.00,10944.00,9052.00,601.00,504.00,406.00,1005.00,579.00,668.00,9.00,5.00,3.00,7.00,5.00,7.00,281270.00,290011.00,296634.00,299800.00,302342.00,309282.00,13278.00,11772.00,10732.00,15240.00,12567.00,12661.00,0.00,0.00,44.00,38.00,,89.00,86.00,0.00,196.00,163.00,152.00,165.00,146.00,124.00,Texas,628.00,572.00,602.00,623.00,627.00,520.00
307,250639.00,255010.00,269820.00,285149.00,300027.00,317986.00,3846.00,3586.00,3898.00,4015.00,3709.00,3607.00,165.00,181.00,149.00,140.00,120.00,131.00,8691.00,9597.00,8495.00,7671.00,6530.00,5820.00,Miami-Fort Lauderdale-West Palm Beach,235.00,24017.00,25525.00,24903.00,24398.00,25254.00,24327.00,3645.00,3187.00,3744.00,3476.00,3615.00,2867.00,94.00,102.00,99.00,114.00,107.00,94.00,727919.00,673959.00,687576.00,693302.00,699080.00,721486.00,38496.00,34115.00,33891.00,36184.00,37635.00,35441.00,0.00,0.00,168.00,144.00,198.00,233.00,222.00,0.00,2747.00,3008.00,3265.00,3198.00,2734.00,2387.00,Florida,7183.00,6667.00,6614.00,7024.00,7220.00,7102.00
308,3581.00,3706.00,3767.00,3818.00,3926.00,3874.00,70.00,51.00,51.00,74.00,65.00,,21.00,17.00,20.00,,9.00,13.00,598.00,490.00,513.00,,288.00,339.00,Michigan City-La Porte,15.00,2364.00,2194.00,,1746.00,2307.00,1887.00,164.00,95.00,102.00,165.00,97.00,,2.00,3.00,,5.00,3.00,3.00,53764.00,53626.00,53653.00,,53510.00,53497.00,2961.00,2129.00,2328.00,3127.00,2804.00,,0.00,0.00,28.00,15.00,,,,0.00,79.00,51.00,65.00,,71.00,46.00,Indiana,139.00,134.00,115.00,183.00,148.00,
309,86569.00,89537.00,92320.00,94380.00,97822.00,102209.00,2858.00,5012.00,5399.00,3250.00,4550.00,4523.00,271.00,295.00,326.00,312.00,,238.00,6838.00,7418.00,7762.00,7332.00,6639.00,6033.00,Milwaukee-Waukesha-West Allis,221.00,24385.00,21721.00,19345.00,17949.00,22184.00,15479.00,4799.00,6832.00,7632.00,4547.00,4967.00,4514.00,96.00,92.00,106.00,91.00,149.00,87.00,735103.00,729126.00,731314.00,732623.00,732231.00,732719.00,34401.00,31420.00,29144.00,35770.00,34450.00,31191.00,0.00,0.00,226.00,267.00,,,,0.00,3040.00,3094.00,3148.00,3413.00,3642.00,3898.00,Wisconsin,6260.00,9172.00,9929.00,6612.00,8057.00,8480.00
310,199606.00,209358.00,217269.00,225837.00,237643.00,248779.00,2889.00,2989.00,3282.00,3286.00,3036.00,3074.00,262.00,267.00,273.00,253.00,242.00,246.00,7896.00,8552.00,8159.00,7563.00,6645.00,5876.00,Minneapolis-St. Paul-Bloomington,,21289.00,22606.00,22615.00,22417.00,22014.00,20679.00,3707.00,3646.00,3559.00,4045.00,3699.00,3436.00,53.00,52.00,51.00,42.00,63.00,40.00,749585.00,756729.00,765536.00,777953.00,789608.00,801358.00,34273.00,32708.00,30114.00,33230.00,34464.00,33614.00,0.00,0.00,,,620.00,593.00,641.00,0.00,2307.00,2234.00,2436.00,2621.00,2600.00,2668.00,MN-WI,,6224.00,6654.00,,,6366.00
311,5397.00,5094.00,5092.00,5227.00,5245.00,5413.00,54.00,62.00,41.00,61.00,57.00,54.00,13.00,13.00,15.00,13.00,4.00,7.00,371.00,442.00,472.00,385.00,287.00,289.00,Mount Vernon-Anacortes,30.00,2217.00,1541.00,1678.00,1511.00,1764.00,1505.00,99.00,120.00,109.00,82.00,116.00,158.00,0.00,1.00,1.00,1.00,1.00,2.00,49762.00,48267.00,48481.00,48430.00,48924.00,49825.00,2305.00,1918.00,1903.00,2670.00,2129.00,2221.00,0.00,0.00,18.00,14.00,21.00,23.00,16.00,0.00,24.00,38.00,23.00,34.00,22.00,28.00,Washington,124.00,108.00,86.00,103.00,95.00,110.00
312,13620.00,14094.00,14423.00,14857.00,15455.00,15984.00,403.00,,402.00,431.00,,404.00,10.00,9.00,,24.00,,21.00,1532.00,1186.00,,998.00,,807.00,Myrtle Beach-Conway-North Myrtle Beach,60.00,4891.00,,5377.00,,4911.00,5442.00,478.00,,550.00,501.00,,648.00,2.00,,5.00,,20.00,8.00,66481.00,58639.00,,62456.00,,67187.00,6575.00,,6799.00,6924.00,,7023.00,0.00,0.00,56.00,,74.00,,81.00,0.00,254.00,238.00,,225.00,,191.00,SC-NC,709.00,,694.00,743.00,,708.00
313,12363.00,12552.00,13544.00,14625.00,15557.00,16743.00,54.00,10.00,23.00,29.00,37.00,27.00,0.00,0.00,1.00,1.00,0.00,1.00,109.00,112.00,132.00,132.00,106.00,100.00,Naples-Immokalee-Marco Island,3.00,668.00,609.00,583.00,532.00,687.00,556.00,18.00,21.00,14.00,14.00,12.00,13.00,1.00,0.00,0.00,1.00,0.00,1.00,38059.00,36440.00,37196.00,37234.00,38122.00,39044.00,817.00,659.00,670.00,791.00,753.00,728.00,0.00,0.00,4.00,2.00,9.00,1.00,6.00,0.00,9.00,7.00,5.00,7.00,9.00,4.00,Florida,65.00,21.00,33.00,43.00,44.00,43.00
314,84804.00,89432.00,96383.00,100717.00,106455.00,113680.00,5498.00,5749.00,,5245.00,6032.00,5124.00,103.00,108.00,100.00,103.00,111.00,,9156.00,9012.00,6749.00,6445.00,5620.00,,Nashville-Davidson--Murfreesboro--Franklin,414.00,24946.00,22686.00,21654.00,21542.00,24168.00,,1948.00,1326.00,,2091.00,1656.00,1400.00,62.00,66.00,39.00,48.00,,53.00,787692.00,785576.00,797981.00,818725.00,837179.00,,35128.00,28488.00,,36193.00,31091.00,29499.00,0.00,0.00,418.00,377.00,510.00,560.00,,0.00,1977.00,2031.00,1869.00,1761.00,1647.00,,Tennessee,7996.00,8004.00,,7702.00,8344.00,7434.00
315,41021.00,41208.00,42220.00,42986.00,44123.00,45091.00,904.00,709.00,,1144.00,965.00,796.00,21.00,22.00,19.00,15.00,23.00,,1582.00,1571.00,1601.00,1230.00,1136.00,,New Haven-Milford,55.00,6180.00,5722.00,5535.00,4758.00,5639.00,,1022.00,660.00,,1093.00,779.00,858.00,24.00,17.00,19.00,14.00,,35.00,182421.00,182876.00,182751.00,184112.00,184104.00,,8232.00,6554.00,,8855.00,8102.00,7623.00,0.00,0.00,73.00,57.00,,80.00,,0.00,806.00,789.00,877.00,793.00,612.00,,Connecticut,1783.00,1415.00,,2047.00,1916.00,1685.00
316,77804.00,78020.00,79133.00,76979.00,79524.00,78478.00,1326.00,1906.00,1666.00,1321.00,1564.00,1495.00,,,,,,36.00,3695.00,3857.00,3423.00,3203.00,3458.00,2898.00,New Orleans-Metairie,163.00,6540.00,8051.00,9179.00,10309.00,7616.00,9828.00,2540.00,2615.00,2517.00,2410.00,2215.00,2143.00,175.00,193.00,156.00,150.00,164.00,200.00,356317.00,346974.00,362874.00,377022.00,387113.00,393447.00,14013.00,16382.00,15243.00,12645.00,13689.00,14525.00,0.00,0.00,144.00,136.00,,244.00,409.00,0.00,953.00,1059.00,1065.00,1138.00,1470.00,1497.00,Louisiana,2748.00,3770.00,3736.00,2593.00,2958.00,2965.00
317,1340859.00,1365795.00,1440989.00,1478671.00,1537140.00,1602705.00,31821.00,33106.00,,29238.00,33215.00,33576.00,,,,,,,21377.00,21957.00,22205.00,19732.00,18539.00,,New York-Newark-Jersey City,1199.00,118693.00,123319.00,124974.00,118721.00,120224.00,,13993.00,10685.00,,14746.00,12914.00,11066.00,651.00,526.00,467.00,450.00,,627.00,8860582.00,8738362.00,8819875.00,8931258.00,9013053.00,,156174.00,147945.00,,154816.00,158438.00,155772.00,0.00,0.00,1159.00,1262.00,,,,0.00,22155.00,22711.00,23057.00,22320.00,19123.00,,NY-NJ-PA,56358.00,54953.00,,53203.00,58060.00,57555.00
318,5956.00,5781.00,5696.00,5998.00,6272.00,6328.00,,176.00,177.00,,,174.00,,,,12.00,4.00,11.00,,,,349.00,232.00,171.00,Niles-Benton Harbor,,,,618.00,599.00,,487.00,,40.00,33.00,,,43.00,,,3.00,1.00,3.00,,,,,21510.00,21403.00,21364.00,,871.00,691.00,,,1010.00,0.00,0.00,,,36.00,47.00,26.00,0.00,,,,66.00,93.00,71.00,Michigan,,317.00,277.00,,,279.00
