Year,State,City by state,Population,Crime Index total,Modified Crime Index total1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,,
2001,INDIANA,Huntington,"17,548",433,435,0,6,2,16,60,332,17,2,,,,,,,
2001,INDIANA,Indianapolis,"798,251","41,058","41,337",112,442,"2,787","4,087","9,043","18,224","6,363",279,,,,,,,
2001,INDIANA,Jasper,"12,168",243,244,0,0,1,5,39,190,8,1,,,,,,,
2001,INDIANA,Jeffersonville,"27,516","1,482","1,489",4,17,54,27,334,841,205,7,,,,,,,
2001,INDIANA,Kokomo,"46,373","3,028","3,032",5,18,43,174,458,"2,224",106,4,,,,,,,
2001,INDIANA,Lafayette,"56,715","2,850","2,862",0,11,64,56,474,"2,108",137,12,,,,,,,
2001,INDIANA,La Porte,"21,743","1,175","1,175",2,6,11,31,145,918,62,0,,,,,,,
2001,INDIANA,Lawrence,"39,134","1,153","1,156",3,15,75,85,220,593,162,3,,,,,,,
2001,INDIANA,Logansport,"19,795",802,805,1,4,9,14,126,573,75,3,,,,,,,
2001,INDIANA,Madison,"12,072",479,479,0,3,1,19,143,285,28,0,,,,,,,
2001,INDIANA,Marion,"31,496","2,258","2,270",2,17,57,185,400,"1,507",90,12,,,,,,,
2001,INDIANA,Martinsville,"11,764",764,764,1,1,1,19,70,642,30,0,,,,,,,
2001,INDIANA,Merrillville,"30,732","1,031","1,032",0,1,26,7,71,766,160,1,,,,,,,
2001,INDIANA,Michigan City,"33,085","2,674","2,724",4,14,60,43,373,"1,872",308,50,,,,,,,
2001,INDIANA,Mishawaka,"46,819","4,474","4,503",0,16,86,124,468,"3,541",239,29,,,,,,,
2001,INDIANA,Muncie,"67,810","2,921","2,930",1,24,80,184,531,"1,928",173,9,,,,,,,
2001,INDIANA,Munster,"21,632",552,552,0,0,7,20,49,412,64,0,,,,,,,
2001,INDIANA,New Albany,"37,815","3,120","3,159",3,20,71,148,592,"2,097",189,39,,,,,,,
2001,INDIANA,New Castle,"17,880","1,844","1,845",0,4,5,5,338,"1,424",68,1,,,,,,,
2001,INDIANA,New Haven,"12,476",463,463,0,1,19,9,61,333,40,0,,,,,,,
2001,INDIANA,Noblesville,"28,751",756,763,0,8,4,16,145,534,49,7,,,,,,,
2001,INDIANA,Plainfield,"18,500",873,876,0,3,6,16,131,666,51,3,,,,,,,
2001,INDIANA,Portage,"33,685","1,167","1,173",1,6,9,32,137,899,83,6,,,,,,,
2001,INDIANA,Schererville,"24,991",684,684,1,2,5,12,42,540,82,0,,,,,,,
2001,INDIANA,Seymour,"18,203","1,292","1,299",0,9,2,75,140,"1,000",66,7,,,,,,,
2001,INDIANA,South Bend,"108,396","9,122","9,179",21,78,487,302,"1,932","5,603",699,57,,,,,,,
2001,INDIANA,Speedway4,"12,954",341,347,0,5,31,5,71,178,51,6,,,,,,,
2001,INDIANA,Terre Haute,"59,950","5,626","5,662",8,28,84,30,"1,127","3,975",374,36,,,,,,,
2001,INDIANA,Valparaiso,"27,583",897,907,1,5,4,43,99,708,37,10,,,,,,,
2001,INDIANA,Vincennes,"18,806","1,250","1,253",2,8,14,11,263,868,84,3,,,,,,,
2001,INDIANA,Wabash,"11,809",229,234,0,0,2,6,51,151,19,5,,,,,,,
2001,INDIANA,Warsaw,"12,485",325,325,0,1,10,11,56,234,13,0,,,,,,,
2001,INDIANA,West Lafayette,"28,940",597,599,0,11,5,22,66,479,14,2,,,,,,,
"2,001 ",,,, ,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,IOWA,Altoona,"10,334",498,500,0,2,6,8,58,410,14,2,,,,,,,
2001,IOWA,Ames,"50,676","1,480","1,484",0,13,14,70,164,"1,149",70,4,,,,,,,
2001,IOWA,Ankeny,"27,088",729,738,1,2,7,11,78,605,25,9,,,,,,,
2001,IOWA,Bettendorf,"31,241",828,834,1,4,6,92,94,597,34,6,,,,,,,
2001,IOWA,Boone,"12,789",319,323,0,0,0,4,53,246,16,4,,,,,,,
2001,IOWA,Burlington,"26,810","1,447","1,457",0,19,22,106,281,959,60,10,,,,,,,
2001,IOWA,Carroll,"10,095",247,250,0,0,4,3,33,182,25,3,,,,,,,
2001,IOWA,Cedar Falls,"36,106","1,143","1,146",0,13,4,93,154,845,34,3,,,,,,,
2001,IOWA,Cedar Rapids,"120,628","7,473","7,492",3,57,99,248,"1,318","5,381",367,19,,,,,,,
2001,IOWA,Clive,"12,841",446,449,0,0,2,14,51,354,25,3,,,,,,,
2001,IOWA,Coralville,"15,107",676,678,1,9,13,17,78,541,17,2,,,,,,,
2001,IOWA,Council Bluffs,"58,205","5,810","5,848",2,61,80,313,690,"4,005",659,38,,,,,,,
2001,IOWA,Davenport,"98,253","9,098","9,155",4,56,200,"1,230","1,510","5,644",454,57,,,,,,,
2001,IOWA,Des Moines,"198,468","12,610","12,676",11,89,298,352,"1,301","9,549","1,010",66,,,,,,,
2001,IOWA,Dubuque4,"57,624",,,1,12,11,,546,845,73,44,,,,,,,
2001,IOWA,Fort Dodge,"25,109","2,071","2,108",0,17,23,125,415,"1,388",103,37,,,,,,,
2001,IOWA,Fort Madison,"10,703",489,489,0,2,5,8,81,376,17,0,,,,,,,
2001,IOWA,Indianola,"12,984",379,382,0,2,2,3,54,306,12,3,,,,,,,
2001,IOWA,Iowa City,"62,153","1,745","1,755",0,17,37,205,245,"1,176",65,10,,,,,,,
2001,IOWA,Keokuk,"11,415",758,763,0,2,1,109,124,481,41,5,,,,,,,
2001,IOWA,Marion,"26,266",358,363,0,0,0,4,89,265,0,5,,,,,,,
2001,IOWA,Marshalltown,"25,981","1,474","1,488",1,7,4,207,223,963,69,14,,,,,,,
2001,IOWA,Mason City,"29,141","1,863","1,874",1,3,8,40,329,"1,441",41,11,,,,,,,
2001,IOWA,Muscatine,"22,673","1,143","1,152",1,19,10,165,247,653,48,9,,,,,,,
2001,IOWA,Newton,"15,562",587,588,0,0,0,12,104,442,29,1,,,,,,,
2001,IOWA,Oskaloosa,"10,926",445,447,0,1,7,16,59,350,12,2,,,,,,,
2001,IOWA,Ottumwa,"24,971","1,535","1,540",0,10,17,136,245,"1,056",71,5,,,,,,,
2001,IOWA,Sioux City,"84,922","5,498","5,519",7,36,67,415,"1,050","3,601",322,21,,,,,,,
2001,IOWA,Spencer,"11,305",309,312,0,0,3,0,53,238,15,3,,,,,,,
2001,IOWA,Storm Lake,"10,065",279,281,1,5,1,13,59,189,11,2,,,,,,,
2001,IOWA,Waterloo,"68,673","4,192","4,228",2,33,75,218,"1,057","2,563",244,36,,,,,,,
2001,IOWA,West Des Moines,"46,353","1,815","1,826",0,6,23,48,189,"1,458",91,11,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,,,, ,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,KANSAS,McPherson,"13,802",342,344,0,6,1,10,49,260,16,2,,,,,,,
2001,KANSAS,Topeka4,"122,660","11,530","11,548",22,84,358,611,"2,046","7,632",777,18,,,,,,,
2001,KANSAS,Wichita,"345,081","23,534",,17,183,742,"1,501","4,422","14,953","1,716",,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,, ,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,KENTUCKY7,Ashland,"22,110","1,174","1,178",2,5,9,43,185,892,38,4,,,,,,,
2001,KENTUCKY7,Bowling Green,"49,586","3,393","3,396",2,35,73,206,613,"2,298",166,3,,,,,,,
2001,KENTUCKY7,Florence,"23,690","1,728","1,731",0,8,43,56,188,"1,342",91,3,,,,,,,
2001,KENTUCKY7,Lexington4,"262,045","13,032","13,090",24,120,721,718,"2,516","8,155",778,58,,,,,,,
2001,KENTUCKY7,Louisville,"257,739","15,673","15,922",25,78,989,823,"3,390","7,934","2,434",249,,,,,,,
2001,KENTUCKY7,Madisonville4,"19,421",892,893,0,5,10,45,163,634,35,1,,,,,,,
2001,KENTUCKY7,Murray,"15,038",468,473,0,3,3,9,106,317,30,5,,,,,,,
2001,KENTUCKY7,Owensboro,"54,385","2,706","2,718",1,26,49,53,561,"1,924",92,12,,,,,,,
2001,KENTUCKY7,Paducah,"26,462","2,146","2,156",3,18,41,174,350,"1,411",149,10,,,,,,,
2001,KENTUCKY7,Radcliff,"22,090",825,828,0,16,23,31,168,560,27,3,,,,,,,
2001,KENTUCKY7,Richmond,"27,312","1,743","1,748",0,19,36,169,255,"1,170",94,5,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,, ,,,,,,,,,,,,,,,,
2001,,,,,, ,,,,,,,,,,,,,,
2001,LOUISIANA,Alexandria4,"46,305","4,957","4,958",5,26,183,434,"1,105","3,047",157,1,,,,,,,
2001,LOUISIANA,Baton Rouge,"227,637","20,149","20,318",46,62,"1,071","1,368","3,716","12,128","1,758",169,,,,,,,
2001,LOUISIANA,Bogalusa,"13,354","1,208","1,216",0,16,23,135,318,662,54,8,,,,,,,
2001,LOUISIANA,Bossier City,"56,416","4,194","4,230",3,20,84,394,640,"2,777",276,36,,,,,,,
2001,LOUISIANA,Crowley,"14,214",658,658,0,0,2,59,152,430,15,0,,,,,,,
2001,LOUISIANA,Eunice,"11,490","1,042","1,045",0,5,19,242,131,621,24,3,,,,,,,
2001,LOUISIANA,Gretna,"17,409","1,199","1,207",1,11,47,112,168,707,153,8,,,,,,,
2001,LOUISIANA,Hammond,"17,625","3,938","3,938",7,18,86,367,"1,352","1,966",142,0,,,,,,,
2001,LOUISIANA,Houma,"32,367","2,212","2,227",4,15,70,343,307,"1,359",114,15,,,,,,,
2001,LOUISIANA,Jennings,"10,977",682,687,2,7,12,90,125,427,19,5,,,,,,,
2001,LOUISIANA,Kenner,"70,461","3,861","3,861",3,17,107,228,531,"2,484",491,0,,,,,,,
2001,LOUISIANA,Lafayette,"110,170","8,167","8,208",5,74,195,771,"1,332","5,318",472,41,,,,,,,
2001,LOUISIANA,Lake Charles,"71,700","4,586","4,613",4,38,157,401,"1,721","1,900",365,27,,,,,,,
2001,LOUISIANA,Minden,"13,017",378,380,1,1,8,31,82,238,17,2,,,,,,,
2001,LOUISIANA,Monroe,"53,065","6,272","6,330",2,37,126,701,"1,120","3,984",302,58,,,,,,,
2001,LOUISIANA,Natchitoches,"17,851","1,069","1,069",1,9,13,151,253,615,27,0,,,,,,,
2001,LOUISIANA,New Iberia4,"32,597","2,179","2,186",3,5,36,215,384,"1,369",167,7,,,,,,,
2001,LOUISIANA,New Orleans,"484,289","36,057",,213,209,"2,778","2,677","5,262","16,187","8,731",,,,,,,,
2001,LOUISIANA,Pineville,"13,818",576,,0,4,4,3,244,299,22,,,,,,,,
2001,LOUISIANA,Ruston,"20,530","1,356","1,359",1,7,39,140,235,886,48,3,,,,,,,
2001,LOUISIANA,Shreveport,"199,986","15,616","15,746",31,111,534,"1,253","3,368","9,200","1,119",130,,,,,,,
2001,LOUISIANA,Slidell,"25,675","2,093","2,094",0,16,43,135,278,"1,470",151,1,,,,,,,
2001,LOUISIANA,Thibodaux,"14,420",572,574,0,5,27,60,109,363,8,2,,,,,,,
2001,LOUISIANA,West Monroe,"13,239","1,270","1,271",0,6,26,82,156,934,66,1,,,,,,,
2001,LOUISIANA,Westwego,"10,754",430,435,2,3,13,38,63,277,34,5,,,,,,,
2001,LOUISIANA,Zachary,"11,266",513,516,0,7,5,39,73,351,38,3,,,,,,,
2001,,,,,,,, ,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,MAINE,Auburn,"23,417","1,121","1,129",1,14,10,36,203,806,51,8,,,,,,,
2001,MAINE,Augusta,"18,731","1,088","1,102",0,22,5,16,201,804,40,14,,,,,,,
2001,MAINE,Bangor,"31,763","2,010","2,017",1,15,20,22,245,"1,642",65,7,,,,,,,
2001,MAINE,Biddeford,"21,135",722,744,0,5,14,32,111,533,27,22,,,,,,,
2001,MAINE,Brunswick,"21,367",545,548,0,8,2,12,66,438,19,3,,,,,,,
2001,MAINE,Falmouth,"10,405",133,133,0,2,1,0,12,108,10,0,,,,,,,
2001,MAINE,Gorham,"14,271",260,261,0,4,3,5,56,181,11,1,,,,,,,
2001,MAINE,Kennebunk,"10,573",165,165,0,3,1,0,33,115,13,0,,,,,,,
2001,MAINE,Lewiston,"36,019","1,755","1,761",1,23,28,23,332,"1,263",85,6,,,,,,,
2001,MAINE,Portland,"64,841","3,016","3,041",1,39,68,92,473,"2,233",110,25,,,,,,,
2001,MAINE,Saco,"16,977",616,618,0,0,1,3,138,461,13,2,,,,,,,
2001,MAINE,Sanford,"20,998",609,612,0,3,7,7,94,465,33,3,,,,,,,
2001,MAINE,Scarborough,"17,126",259,259,0,3,3,5,48,190,10,0,,,,,,,
2001,MAINE,South Portland,"23,539",988,988,1,8,7,5,76,876,15,0,,,,,,,
2001,MAINE,Waterville,"15,749",736,737,0,4,7,3,117,582,23,1,,,,,,,
2001,MAINE,Westbrook,"16,291",487,492,0,10,6,19,101,329,22,5,,,,,,,
2001,MAINE,Windham,"15,041",389,391,0,1,5,11,78,275,19,2,,,,,,,
2001,MAINE,York,"12,972",267,269,0,3,0,6,39,210,9,2,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,,,, ,, ,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,MARYLAND,Aberdeen,"14,048",927,932,1,7,41,63,113,658,44,5,,,,,,,
2001,MARYLAND,Annapolis,"36,370","2,404","2,458",4,11,154,315,333,"1,456",131,54,,,,,,,
2001,MARYLAND,Baltimore,"660,826","63,488","63,914",256,296,"5,747","8,500","10,899","29,615","8,175",426,,,,,,,
2001,MARYLAND,Bel Air,"10,230",650,656,0,0,17,78,85,446,24,6,,,,,,,
2001,MARYLAND,Cambridge,"11,073",837,842,1,5,18,139,122,522,30,5,,,,,,,
2001,MARYLAND,Cumberland,"21,838","1,574","1,581",1,15,20,162,243,"1,085",48,7,,,,,,,
2001,MARYLAND,Easton,"11,882",635,639,0,4,16,26,82,500,7,4,,,,,,,
2001,MARYLAND,Elkton,"12,070","1,072","1,083",0,8,11,105,119,759,70,11,,,,,,,
2001,MARYLAND,Frederick,"53,551","2,943","2,954",1,19,115,575,315,"1,787",131,11,,,,,,,
2001,MARYLAND,Greenbelt,"21,775","1,703","1,703",0,9,76,74,178,944,422,0,,,,,,,
2001,MARYLAND,Hagerstown,"37,232","1,919","1,960",1,6,70,140,346,"1,209",147,41,,,,,,,
2001,MARYLAND,Havre de Grace,"11,499",487,489,0,2,22,63,78,300,22,2,,,,,,,
2001,MARYLAND,Hyattsville,"14,952","1,024","1,024",0,2,77,31,160,591,163,0,,,,,,,
2001,MARYLAND,Laurel,"20,256","1,282","1,282",0,7,52,59,132,845,187,0,,,,,,,
2001,MARYLAND,Ocean Pines,"10,652",78,78,0,0,1,4,20,49,4,0,,,,,,,
2001,MARYLAND,Salisbury,"24,096","3,090","3,103",1,28,139,406,550,"1,815",151,13,,,,,,,
2001,MARYLAND,Takoma Park,"17,556","1,013","1,013",1,4,70,28,150,562,198,0,,,,,,,
2001,MARYLAND,Westminster,"16,980",809,823,0,2,16,42,122,598,29,14,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,,,, , ,,,,,,,,,,,,,
2001,,,, ,,,,,,,,,,,,,,,,
2001,MASSACHUSETTS2,Abington8,"14,674",,,1,2,6,,116,148,44,5,,,,,,,
2001,MASSACHUSETTS2,Acton,"20,428",299,306,0,1,1,3,56,226,12,7,,,,,,,
2001,MASSACHUSETTS2,Acushnet,"10,209",191,194,0,3,0,28,34,118,8,3,,,,,,,
2001,MASSACHUSETTS2,Agawam,"28,278",719,727,0,9,3,70,224,340,73,8,,,,,,,
2001,MASSACHUSETTS2,Amesbury,"16,528",343,348,0,9,2,83,47,182,20,5,,,,,,,
2001,MASSACHUSETTS2,Amherst,"35,040",612,,0,8,14,62,139,346,43,,,,,,,,
2001,MASSACHUSETTS2,Andover,"31,396",407,409,0,1,6,13,50,317,20,2,,,,,,,
2001,MASSACHUSETTS2,Ashland,"14,744",138,141,0,3,3,20,32,76,4,3,,,,,,,
2001,MASSACHUSETTS2,Attleboro,"42,268","1,145",,0,9,28,86,178,712,132,,,,,,,,
2001,MASSACHUSETTS2,Barnstable,"48,048","1,726","1,740",0,18,34,223,407,919,125,14,,,,,,,
2001,MASSACHUSETTS2,Bedford,"12,655",46,46,0,0,1,0,4,41,0,0,,,,,,,
2001,MASSACHUSETTS2,Belchertown,"13,030",161,163,0,1,5,27,37,68,23,2,,,,,,,
2001,MASSACHUSETTS2,Bellingham,"15,387",309,309,0,2,8,10,51,224,14,0,,,,,,,
2001,MASSACHUSETTS2,Belmont,"24,309",188,188,0,0,0,19,42,121,6,0,,,,,,,
2001,MASSACHUSETTS2,Beverly,"40,052",746,747,1,10,7,73,113,496,46,1,,,,,,,
2001,MASSACHUSETTS2,Billerica,"39,166",414,417,0,1,4,4,47,317,41,3,,,,,,,
2001,MASSACHUSETTS2,Boston,"591,944","37,385",,65,361,"2,523","4,412","4,222","17,608","8,194",,,,,,,,
2001,MASSACHUSETTS2,Bourne,"18,810",799,804,0,6,7,192,232,311,51,5,,,,,,,
2001,MASSACHUSETTS2,Braintree,"33,989","1,299","1,306",0,6,8,67,102,971,145,7,,,,,,,
2001,MASSACHUSETTS2,Brewster,"10,142",104,104,0,1,0,6,23,71,3,0,,,,,,,
2001,MASSACHUSETTS2,Bridgewater,"25,305",416,417,0,4,2,15,81,288,26,1,,,,,,,
2001,MASSACHUSETTS2,Brockton,"94,750","5,242",,5,58,204,788,743,"2,158","1,286",,,,,,,,
2001,MASSACHUSETTS2,Brookline,"57,379","1,190",,0,12,49,90,234,670,135,,,,,,,,
2001,MASSACHUSETTS2,Burlington,"22,985",875,,0,0,8,15,42,750,60,,,,,,,,
2001,MASSACHUSETTS2,Cambridge,"101,837","4,416",,1,15,181,273,688,"2,740",518,,,,,,,,
2001,MASSACHUSETTS2,Carver,"11,216",144,145,0,1,2,12,38,78,13,1,,,,,,,
2001,MASSACHUSETTS2,Charlton8,"11,317",,,0,3,1,,41,38,4,1,,,,,,,
2001,MASSACHUSETTS2,Chelmsford,"34,019",620,621,0,4,4,25,65,495,27,1,,,,,,,
2001,MASSACHUSETTS2,Chelsea8,"35,247",,,1,13,111,,166,447,437,8,,,,,,,
2001,MASSACHUSETTS2,Chicopee,"54,913","2,321","2,339",1,25,40,435,819,727,274,18,,,,,,,
2001,MASSACHUSETTS2,Clinton,"13,499",127,129,0,1,3,18,12,84,9,2,,,,,,,
2001,MASSACHUSETTS2,Concord,"17,074",190,192,0,0,0,12,18,150,10,2,,,,,,,
2001,MASSACHUSETTS2,Danvers,"25,332",950,951,1,4,14,49,78,738,66,1,,,,,,,
2001,MASSACHUSETTS2,Dartmouth,"30,812","1,196","1,202",0,8,8,81,239,750,110,6,,,,,,,
2001,MASSACHUSETTS2,Dedham,"23,576",490,490,1,2,11,5,46,362,63,0,,,,,,,
2001,MASSACHUSETTS2,Dennis,"16,049",537,552,0,3,0,68,145,301,20,15,,,,,,,
2001,MASSACHUSETTS2,Dracut,"28,698",368,368,0,2,3,16,70,224,53,0,,,,,,,
2001,MASSACHUSETTS2,Duxbury,"14,316",70,,0,0,0,2,24,44,0,,,,,,,,
2001,MASSACHUSETTS2,East Bridgewater,"13,036",103,104,0,0,1,8,17,70,7,1,,,,,,,
2001,MASSACHUSETTS2,Easthampton,"16,070",152,153,0,8,3,25,26,72,18,1,,,,,,,
2001,MASSACHUSETTS2,East Longmeadow,"14,167",451,455,0,1,6,24,52,336,32,4,,,,,,,
2001,MASSACHUSETTS2,Easton,"22,405",215,215,0,0,5,6,62,120,22,0,,,,,,,
2001,MASSACHUSETTS2,Everett,"38,218","1,204","1,206",1,6,52,181,156,553,255,2,,,,,,,
2001,MASSACHUSETTS2,Fairhaven,"16,236",673,675,1,7,4,103,184,345,29,2,,,,,,,
2001,MASSACHUSETTS2,Fall River,"92,375","3,891",,3,43,192,398,624,"2,090",541,,,,,,,,
2001,MASSACHUSETTS2,Falmouth,"32,815",961,963,1,6,4,97,222,578,53,2,,,,,,,
2001,MASSACHUSETTS2,Fitchburg,"39,288","1,771",,0,29,51,142,422,969,158,,,,,,,,
2001,MASSACHUSETTS2,Foxborough,"16,323",124,124,0,1,0,0,37,71,15,0,,,,,,,
2001,MASSACHUSETTS2,Framingham,"67,228","1,546",,1,18,29,119,299,863,217,,,,,,,,
2001,MASSACHUSETTS2,Franklin,"29,701",138,138,0,0,0,20,15,101,2,0,,,,,,,
2001,MASSACHUSETTS2,Gardner,"20,869",315,315,0,1,2,29,67,194,22,0,,,,,,,
2001,MASSACHUSETTS2,Gloucester,"30,417",766,,0,9,9,46,155,499,48,,,,,,,,
2001,MASSACHUSETTS2,Grafton,"14,965",111,111,0,3,3,19,26,53,7,0,,,,,,,
2001,MASSACHUSETTS2,Harwich,"12,445",281,281,0,3,0,33,63,177,5,0,,,,,,,
2001,MASSACHUSETTS2,Haverhill,"59,250","1,906",,0,34,28,235,729,666,214,,,,,,,,
2001,MASSACHUSETTS2,Holbrook,"10,836",245,,0,3,5,8,63,150,16,,,,,,,,
2001,MASSACHUSETTS2,Holden8,"15,695",,,0,3,0,,26,54,2,5,,,,,,,
2001,MASSACHUSETTS2,Holliston,"13,867",55,56,0,0,0,5,11,35,4,1,,,,,,,
2001,MASSACHUSETTS2,Holyoke,"40,028","3,509","3,528",5,38,125,424,608,"2,065",244,19,,,,,,,
2001,MASSACHUSETTS2,Hudson,"18,199",252,254,0,4,1,5,29,205,8,2,,,,,,,
2001,MASSACHUSETTS2,Hull,"11,103",159,162,0,2,2,52,34,44,25,3,,,,,,,
2001,MASSACHUSETTS2,Ipswich,"13,049",178,178,0,0,0,5,22,142,9,0,,,,,,,
2001,MASSACHUSETTS2,Kingston,"11,836",274,274,0,0,3,2,14,235,20,0,,,,,,,
2001,MASSACHUSETTS2,Lawrence,"72,386","3,853",,4,48,145,395,504,"1,017","1,740",,,,,,,,
2001,MASSACHUSETTS2,Leicester,"10,521",113,113,0,3,1,6,14,84,5,0,,,,,,,
2001,MASSACHUSETTS2,Leominster,"41,500","1,402","1,405",1,8,14,64,215,990,110,3,,,,,,,
2001,MASSACHUSETTS2,Lexington8,"30,499",,,0,0,1,,36,267,7,6,,,,,,,
2001,MASSACHUSETTS2,Longmeadow,"15,707",188,188,0,0,0,3,17,160,8,0,,,,,,,
2001,MASSACHUSETTS2,Lowell,"105,668","4,510",,4,37,122,687,650,"2,052",958,,,,,,,,
2001,MASSACHUSETTS2,Ludlow,"21,310",375,378,0,1,2,59,63,217,33,3,,,,,,,
2001,MASSACHUSETTS2,Lynn8,"89,472",,,1,16,161,,617,"1,681","1,278",,,,,,,,
2001,MASSACHUSETTS2,Lynnfield8,"11,597",,,1,1,4,,50,109,17,0,,,,,,,
2001,MASSACHUSETTS2,Mansfield,"22,521",447,450,0,5,5,116,58,229,34,3,,,,,,,
2001,MASSACHUSETTS2,Marblehead,"20,474",285,285,0,1,1,13,25,226,19,0,,,,,,,
2001,MASSACHUSETTS2,Marlborough,"36,427",570,570,0,3,9,32,80,417,29,0,,,,,,,
2001,MASSACHUSETTS2,Marshfield,"24,440",274,276,0,2,3,15,25,210,19,2,,,,,,,
2001,MASSACHUSETTS2,Mashpee8,"13,008",,,1,1,1,,36,91,5,0,,,,,,,
2001,MASSACHUSETTS2,Maynard,"10,483",95,95,0,0,0,5,18,70,2,0,,,,,,,
2001,MASSACHUSETTS2,Medfield,"12,331",70,70,0,1,0,1,20,47,1,0,,,,,,,
2001,MASSACHUSETTS2,Medford,"56,030","1,414",,0,8,39,50,159,"1,006",152,,,,,,,,
2001,MASSACHUSETTS2,Medway,"12,507",71,71,0,0,0,1,14,56,0,0,,,,,,,
2001,MASSACHUSETTS2,Melrose,"27,263",325,,0,2,6,5,49,224,39,,,,,,,,
2001,MASSACHUSETTS2,Methuen,"43,997","1,244",,0,10,14,73,164,739,244,,,,,,,,
2001,MASSACHUSETTS2,Middleboro,"20,036",515,523,0,3,4,25,129,293,61,8,,,,,,,
2001,MASSACHUSETTS2,Millbury,"12,845",173,173,1,8,4,32,46,63,19,0,,,,,,,
2001,MASSACHUSETTS2,Milton,"26,186",219,,0,1,9,4,47,138,20,,,,,,,,
2001,MASSACHUSETTS2,Natick,"32,323",864,,0,8,6,29,71,696,54,,,,,,,,
2001,MASSACHUSETTS2,Needham,"29,049",296,297,0,1,3,4,45,237,6,1,,,,,,,
2001,MASSACHUSETTS2,New Bedford,"94,216","3,220",,5,63,197,491,831,"1,072",561,,,,,,,,
2001,MASSACHUSETTS2,Newton,"84,228","1,111",,0,11,21,44,155,830,50,,,,,,,,
2001,MASSACHUSETTS2,Norfolk,"10,510",46,46,0,2,0,2,11,29,2,0,,,,,,,
2001,MASSACHUSETTS2,North Adams,"14,751",592,598,2,11,4,63,148,344,20,6,,,,,,,
2001,MASSACHUSETTS2,Northampton,"29,116",712,712,0,6,12,19,83,552,40,0,,,,,,,
2001,MASSACHUSETTS2,North Andover,"27,331",202,203,0,0,3,11,49,129,10,1,,,,,,,
2001,MASSACHUSETTS2,North Attleboro,"27,272",909,913,0,1,0,12,70,738,88,4,,,,,,,
2001,MASSACHUSETTS2,Northborough,"14,080",136,139,0,0,1,7,26,95,7,3,,,,,,,
2001,MASSACHUSETTS2,Northbridge,"13,245",243,246,0,4,3,29,59,129,19,3,,,,,,,
2001,MASSACHUSETTS2,North Reading,"13,903",59,59,0,0,2,4,10,34,9,0,,,,,,,
2001,MASSACHUSETTS2,Norton,"18,122",184,184,0,1,0,4,49,117,13,0,,,,,,,
2001,MASSACHUSETTS2,Norwood,"28,723",513,513,1,4,8,12,56,372,60,0,,,,,,,
2001,MASSACHUSETTS2,Oxford,"13,416",247,250,0,1,2,28,39,150,27,3,,,,,,,
2001,MASSACHUSETTS2,Palmer,"12,556",359,364,0,5,2,55,90,187,20,5,,,,,,,
2001,MASSACHUSETTS2,Peabody,"48,358","1,304","1,309",0,7,16,97,305,742,137,5,,,,,,,
2001,MASSACHUSETTS2,Pembroke,"17,008",291,297,0,2,1,35,37,198,18,6,,,,,,,
2001,MASSACHUSETTS2,Pepperell,"11,195",134,,0,0,0,8,33,90,3,,,,,,,,
2001,MASSACHUSETTS2,Pittsfield,"46,011","1,238",,0,20,32,25,189,867,105,,,,,,,,
2001,MASSACHUSETTS2,Plymouth,"51,947","1,066","1,073",0,7,9,115,193,677,65,7,,,,,,,
2001,MASSACHUSETTS2,Quincy,"88,442","2,432",,0,31,60,152,444,"1,480",265,,,,,,,,
2001,MASSACHUSETTS2,Randolph,"31,110",750,751,0,8,12,22,109,497,102,1,,,,,,,
2001,MASSACHUSETTS2,Raynham,"11,795",533,,0,1,5,46,40,383,58,,,,,,,,
2001,MASSACHUSETTS2,Reading,"23,821",172,172,0,0,1,8,27,129,7,0,,,,,,,
2001,MASSACHUSETTS2,Rehoboth,"10,220",159,159,1,2,0,9,73,68,6,0,,,,,,,
2001,MASSACHUSETTS2,Revere,"47,508","1,755",,1,11,42,214,282,874,331,,,,,,,,
2001,MASSACHUSETTS2,Rockland,"17,754",315,,0,8,5,95,38,117,52,,,,,,,,
2001,MASSACHUSETTS2,Salem,"40,599","1,284",,0,9,23,64,120,878,190,,,,,,,,
2001,MASSACHUSETTS2,Sandwich,"20,232",362,363,1,2,2,45,34,270,8,1,,,,,,,
2001,MASSACHUSETTS2,Saugus8,"26,202",,,2,10,35,,250,861,159,5,,,,,,,
