Year,State,City by state,Population,Crime Index total,Modified Crime Index total1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,,
2001,PENNSYLVANIA,Shaler Township,"29,772",325,325,0,1,2,13,40,248,21,0,,,,,,,
2001,PENNSYLVANIA,Silver Spring Township,"10,597",269,270,0,1,5,3,25,229,6,1,,,,,,,
2001,PENNSYLVANIA,South Park Township,"14,347",68,68,0,1,1,2,22,35,7,0,,,,,,,
2001,PENNSYLVANIA,South Whitehall Township,"18,037",720,721,0,2,9,36,59,597,17,1,,,,,,,
2001,PENNSYLVANIA,Springettsbury Township,"23,895","1,097","1,101",0,6,16,15,105,916,39,4,,,,,,,
2001,PENNSYLVANIA,Springfield Township (Delaware County),"23,689",830,830,1,2,10,70,50,640,57,0,,,,,,,
2001,PENNSYLVANIA,Springfield Township (Montgomery County),"19,543",261,263,0,0,7,10,31,186,27,2,,,,,,,
2001,PENNSYLVANIA,Spring Garden Township,"11,980",408,409,0,1,12,8,61,307,19,1,,,,,,,
2001,PENNSYLVANIA,Spring Township (Berks County),"21,816",235,237,0,5,8,3,50,155,14,2,,,,,,,
2001,PENNSYLVANIA,State College,"51,591","1,125","1,136",1,9,9,35,125,928,18,11,,,,,,,
2001,PENNSYLVANIA,St. Marys City,"14,509",305,305,0,1,1,31,53,208,11,0,,,,,,,
2001,PENNSYLVANIA,Stroud Area Regional,"29,637","1,222","1,227",1,8,32,111,95,914,61,5,,,,,,,
2001,PENNSYLVANIA,Susquehanna Township (Dauphin County),"21,906",733,738,1,9,28,11,84,569,31,5,,,,,,,
2001,PENNSYLVANIA,Towamencin Township,"17,606",210,211,0,0,0,11,28,162,9,1,,,,,,,
2001,PENNSYLVANIA,Tredyffrin Township,"29,076",475,480,0,1,9,31,56,359,19,5,,,,,,,
2001,PENNSYLVANIA,Uniontown,"12,428",505,510,1,4,29,42,69,295,65,5,,,,,,,
2001,PENNSYLVANIA,Upper Allen Township,"15,346",189,190,0,3,1,1,40,138,6,1,,,,,,,
2001,PENNSYLVANIA,Upper Chichester Township,"16,850",593,599,0,5,21,25,62,411,69,6,,,,,,,
2001,PENNSYLVANIA,Upper Darby Township,"81,862","1,732","1,738",1,11,87,65,120,"1,253",195,6,,,,,,,
2001,PENNSYLVANIA,Upper Dublin Township,"25,891",362,363,0,3,5,5,43,288,18,1,,,,,,,
2001,PENNSYLVANIA,Upper Gwynedd Township,"14,250",196,203,0,2,0,3,33,145,13,7,,,,,,,
2001,PENNSYLVANIA,Upper Merion Township,"26,876","1,879","1,881",0,0,14,18,105,"1,571",171,2,,,,,,,
2001,PENNSYLVANIA,Upper Moreland Township,"25,005",458,466,0,3,7,14,69,322,43,8,,,,,,,
2001,PENNSYLVANIA,Upper Providence Township (Delaware County),"10,514",75,75,0,1,0,9,13,49,3,0,,,,,,,
2001,PENNSYLVANIA,Upper Providence Township (Montgomery County),"15,406",194,196,0,1,0,5,24,154,10,2,,,,,,,
2001,PENNSYLVANIA,Upper Saucon Township,"11,945",137,137,0,1,0,9,20,102,5,0,,,,,,,
2001,PENNSYLVANIA,Upper Southampton Township,"15,772",245,245,0,2,1,19,31,183,9,0,,,,,,,
2001,PENNSYLVANIA,Uwchlan Township,"16,584",262,262,0,1,8,21,37,185,10,0,,,,,,,
2001,PENNSYLVANIA,Warminster Township,"31,399",750,753,1,9,13,27,92,546,62,3,,,,,,,
2001,PENNSYLVANIA,Warren,"10,264",199,202,0,3,8,6,30,141,11,3,,,,,,,
2001,PENNSYLVANIA,Warrington Township,"17,589",215,216,0,4,1,10,33,146,21,1,,,,,,,
2001,PENNSYLVANIA,Warwick Township (Bucks County),"11,983",139,140,0,1,0,5,26,101,6,1,,,,,,,
2001,PENNSYLVANIA,Warwick Township (Lancaster County),"15,483",95,95,0,2,3,1,13,69,7,0,,,,,,,
2001,PENNSYLVANIA,Washington (Washington County),"15,276",895,906,1,14,32,40,162,547,99,11,,,,,,,
2001,PENNSYLVANIA,Washington Township (Franklin County),"11,565",204,208,0,2,1,10,28,145,18,4,,,,,,,
2001,PENNSYLVANIA,West Chester,"17,870",789,795,0,13,41,55,135,467,78,6,,,,,,,
2001,PENNSYLVANIA,West Goshen Township,"20,505",513,513,1,3,8,31,62,373,35,0,,,,,,,
2001,PENNSYLVANIA,West Hempfield Township,"15,136",299,300,0,2,11,9,42,211,24,1,,,,,,,
2001,PENNSYLVANIA,West Lampeter Township,"13,152",174,176,0,0,2,5,18,134,15,2,,,,,,,
2001,PENNSYLVANIA,West Manchester Township,"17,043",862,866,0,6,18,15,59,743,21,4,,,,,,,
2001,PENNSYLVANIA,West Norriton Township,"14,908",323,324,0,4,4,27,34,218,36,1,,,,,,,
2001,PENNSYLVANIA,Westtown-East Goshen Township,"13,036",414,416,0,1,4,38,33,318,20,2,,,,,,,
2001,PENNSYLVANIA,West Whiteland Township,"16,507",657,658,1,3,10,6,35,579,23,1,,,,,,,
2001,PENNSYLVANIA,Whitehall,"14,451",63,63,0,1,4,2,9,45,2,0,,,,,,,
2001,PENNSYLVANIA,Whitehall Township,"24,908","1,046","1,065",1,4,18,31,59,874,59,19,,,,,,,
2001,PENNSYLVANIA,Whitemarsh Township,"16,710",395,400,1,3,6,20,53,284,28,5,,,,,,,
2001,PENNSYLVANIA,Whitpain Township,"18,571",264,265,0,0,8,4,47,189,16,1,,,,,,,
2001,PENNSYLVANIA,Willistown Township,"10,016",92,93,0,2,0,13,17,53,7,1,,,,,,,
2001,PENNSYLVANIA,Yeadon,"11,768",524,528,2,5,31,58,83,289,56,4,,,,,,,
2001,PENNSYLVANIA,York Area Regional,"44,559",919,922,0,9,22,51,191,615,31,3,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,,,,,, ,,,,,,,,,,,,,,
2001,RHODE ISLAND,Barrington,"16,989",372,383,1,0,4,3,96,261,7,11,,,,,,,
2001,RHODE ISLAND,Bristol,"22,696",488,506,0,7,1,21,81,363,15,18,,,,,,,
2001,RHODE ISLAND,Burrillville,"15,956",200,205,0,3,0,10,41,143,3,5,,,,,,,
2001,RHODE ISLAND,Central Falls,"19,119",713,731,1,7,33,72,154,334,112,18,,,,,,,
2001,RHODE ISLAND,Coventry,"34,008",621,633,0,8,2,37,137,417,20,12,,,,,,,
2001,RHODE ISLAND,Cranston,"80,072","2,511","2,523",1,29,58,73,542,"1,553",255,12,,,,,,,
2001,RHODE ISLAND,Cumberland,"32,162",552,566,0,4,10,17,95,418,8,14,,,,,,,
2001,RHODE ISLAND,East Greenwich,"13,079",227,229,0,1,2,9,31,168,16,2,,,,,,,
2001,RHODE ISLAND,East Providence,"49,180","1,035","1,054",0,13,30,73,173,649,97,19,,,,,,,
2001,RHODE ISLAND,Glocester,"10,049",87,88,0,1,0,1,18,66,1,1,,,,,,,
2001,RHODE ISLAND,Johnston,"28,480","1,008","1,017",0,15,7,37,120,735,94,9,,,,,,,
2001,RHODE ISLAND,Lincoln,"21,109",481,485,0,0,2,3,68,356,52,4,,,,,,,
2001,RHODE ISLAND,Middletown,"17,509",414,416,0,4,3,10,79,310,8,2,,,,,,,
2001,RHODE ISLAND,Narragansett,"16,526",458,461,0,2,0,14,86,347,9,3,,,,,,,
2001,RHODE ISLAND,Newport,"26,744","1,630","1,660",0,10,38,119,397,994,72,30,,,,,,,
2001,RHODE ISLAND,North Kingstown,"26,592",703,703,0,6,1,15,100,547,34,0,,,,,,,
2001,RHODE ISLAND,North Providence,"32,739",700,708,2,7,12,32,139,419,89,8,,,,,,,
2001,RHODE ISLAND,North Smithfield,"10,725",238,244,0,1,5,2,32,186,12,6,,,,,,,
2001,RHODE ISLAND,Pawtucket,"73,696","2,994","3,047",2,39,74,180,505,"1,744",450,53,,,,,,,
2001,RHODE ISLAND,Portsmouth,"17,322",302,304,0,1,0,15,44,229,13,2,,,,,,,
2001,RHODE ISLAND,Providence,"175,374","14,185","14,529",23,111,595,714,"2,284","7,387","3,071",344,,,,,,,
2001,RHODE ISLAND,Scituate,"10,428",139,140,0,2,0,4,30,100,3,1,,,,,,,
2001,RHODE ISLAND,Smithfield,"20,821",298,303,1,6,6,9,40,230,6,5,,,,,,,
2001,RHODE ISLAND,South Kingstown,"28,205",504,510,2,4,9,7,100,361,21,6,,,,,,,
2001,RHODE ISLAND,Tiverton,"15,414",293,294,1,2,2,18,72,186,12,1,,,,,,,
2001,RHODE ISLAND,Warren,"11,475",348,363,0,13,0,34,51,237,13,15,,,,,,,
2001,RHODE ISLAND,Warwick,"86,676","3,050","3,089",2,24,33,75,447,"2,167",302,39,,,,,,,
2001,RHODE ISLAND,Westerly,"23,198",393,393,0,6,0,8,75,294,10,0,,,,,,,
2001,RHODE ISLAND,West Warwick,"29,881",741,766,0,6,7,35,149,530,14,25,,,,,,,
2001,RHODE ISLAND,Woonsocket,"43,661","1,482","1,516",1,60,46,130,338,784,123,34,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,, ,,, ,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,SOUTH CAROLINA,Aiken,"25,659","1,259","1,263",1,7,23,70,170,925,63,4,,,,,,,
2001,SOUTH CAROLINA,Cayce,"12,304",975,976,2,2,15,33,147,728,48,1,,,,,,,
2001,SOUTH CAROLINA,Clemson,"12,091",418,419,1,1,8,33,67,280,28,1,,,,,,,
2001,SOUTH CAROLINA,Columbia,"117,756","10,574","10,603",15,62,442,781,"1,426","6,863",985,29,,,,,,,
2001,SOUTH CAROLINA,Easley,"17,980",787,791,1,12,10,29,130,577,28,4,,,,,,,
2001,SOUTH CAROLINA,Florence,"30,632","3,847","3,874",1,22,103,363,504,"2,662",192,27,,,,,,,
2001,SOUTH CAROLINA,Gaffney,"13,133",717,719,0,4,28,51,127,490,17,2,,,,,,,
2001,SOUTH CAROLINA,Goose Creek,"29,579",792,794,1,3,14,34,145,551,44,2,,,,,,,
2001,SOUTH CAROLINA,Greenwood,"22,352","1,654","1,664",2,4,46,387,208,942,65,10,,,,,,,
2001,SOUTH CAROLINA,Greer,"17,057",675,682,0,4,32,60,77,460,42,7,,,,,,,
2001,SOUTH CAROLINA,Hanahan,"13,101",606,608,1,0,3,46,107,385,64,2,,,,,,,
2001,SOUTH CAROLINA,Mauldin,"15,418",451,452,0,1,11,56,46,316,21,1,,,,,,,
2001,SOUTH CAROLINA,North Myrtle Beach,"11,113","1,373","1,374",1,4,32,49,252,934,101,1,,,,,,,
2001,SOUTH CAROLINA,Orangeburg,"12,927","1,239","1,243",0,5,28,76,243,810,77,4,,,,,,,
2001,SOUTH CAROLINA,Simpsonville,"14,534",615,616,0,0,7,70,90,428,20,1,,,,,,,
2001,SOUTH CAROLINA,Spartanburg,"40,177","4,514","4,530",1,7,161,464,616,"2,809",456,16,,,,,,,
2001,SOUTH CAROLINA,Sumter,"40,147","3,545","3,566",3,16,159,314,859,"1,791",403,21,,,,,,,
2001,SOUTH CAROLINA,West Columbia,"13,230","1,339","1,340",6,5,58,205,172,797,96,1,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,, ,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,SOUTH DAKOTA,Aberdeen,"24,715",629,637,1,18,2,27,111,453,17,8,,,,,,,
2001,SOUTH DAKOTA,Pierre,"13,908",532,535,0,4,0,16,54,440,18,3,,,,,,,
2001,SOUTH DAKOTA,Rapid City,"59,746","2,937","2,950",1,62,31,126,433,"2,114",170,13,,,,,,,
2001,SOUTH DAKOTA,Sioux Falls,"124,263","4,130","4,168",2,76,38,208,681,"2,943",182,38,,,,,,,
2001,SOUTH DAKOTA,Yankton,"13,559",397,397,0,15,1,13,42,306,20,0,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,,,,,, ,,,,,,,,,,,,,,
2001,TENNESSEE,Athens,"13,338","1,252","1,255",1,8,17,178,200,789,59,3,,,,,,,
2001,TENNESSEE,Bartlett,"40,905","1,043","1,047",0,3,19,68,105,773,75,4,,,,,,,
2001,TENNESSEE,Brentwood,"23,654",588,590,0,1,10,12,33,517,15,2,,,,,,,
2001,TENNESSEE,Bristol,"25,042","1,211","1,217",1,9,10,102,147,863,79,6,,,,,,,
2001,TENNESSEE,Brownsville,"10,844",729,729,1,7,18,144,170,362,27,0,,,,,,,
2001,TENNESSEE,Chattanooga,"156,941","19,320","19,398",26,86,765,"1,929","3,270","11,042","2,202",78,,,,,,,
2001,TENNESSEE,Clarksville,"104,378","4,794","4,803",6,57,90,372,653,"3,445",171,9,,,,,,,
2001,TENNESSEE,Cleveland,"37,524","2,543","2,548",0,19,47,155,345,"1,852",125,5,,,,,,,
2001,TENNESSEE,Collierville,"32,156",737,741,1,1,18,36,67,544,70,4,,,,,,,
2001,TENNESSEE,Columbia,"33,350","2,391","2,403",1,9,51,308,448,"1,464",110,12,,,,,,,
2001,TENNESSEE,Cookeville,"24,136","1,496","1,502",0,11,26,107,186,"1,089",77,6,,,,,,,
2001,TENNESSEE,Dickson,"12,353",878,884,0,10,17,76,76,640,59,6,,,,,,,
2001,TENNESSEE,Dyersburg,"17,608","1,347","1,353",1,12,13,96,228,931,66,6,,,,,,,
2001,TENNESSEE,East Ridge,"20,824","1,392","1,400",1,8,24,74,264,904,117,8,,,,,,,
2001,TENNESSEE,Elizabethton,"13,491",929,937,0,7,8,65,121,693,35,8,,,,,,,
2001,TENNESSEE,Franklin,"42,215","1,140","1,144",0,11,17,78,128,841,65,4,,,,,,,
2001,TENNESSEE,Gallatin,"23,437","1,680","1,686",3,5,30,179,170,"1,278",15,6,,,,,,,
2001,TENNESSEE,Germantown,"37,681",911,916,2,3,6,35,128,705,32,5,,,,,,,
2001,TENNESSEE,Goodlettsville,"13,903","1,265","1,268",2,6,29,63,155,891,119,3,,,,,,,
2001,TENNESSEE,Greeneville,"15,334","1,153","1,157",1,8,17,36,160,855,76,4,,,,,,,
2001,TENNESSEE,Hendersonville,"40,982","1,130","1,139",0,10,11,103,151,795,60,9,,,,,,,
2001,TENNESSEE,Jackson,"62,035","4,626","4,643",12,27,180,545,852,"2,694",316,17,,,,,,,
2001,TENNESSEE,Johnson City,"55,964","4,298","4,317",1,27,78,280,526,"3,203",183,19,,,,,,,
2001,TENNESSEE,Kingsport,"45,305","2,992","3,006",2,26,36,320,409,"2,065",134,14,,,,,,,
2001,TENNESSEE,Knoxville,"175,441","11,069","11,210",15,139,637,"1,314","1,717","5,951","1,296",141,,,,,,,
2001,TENNESSEE,La Vergne,"18,854",673,679,0,5,10,108,176,330,44,6,,,,,,,
2001,TENNESSEE,Lawrenceburg,"10,892",941,944,0,13,6,141,156,580,45,3,,,,,,,
2001,TENNESSEE,Lebanon,"20,415","1,745","1,750",2,14,43,184,353,"1,083",66,5,,,,,,,
2001,TENNESSEE,Lewisburg,"10,506",513,513,0,8,8,45,101,329,22,0,,,,,,,
2001,TENNESSEE,Martin,"10,609",420,421,0,1,8,28,38,334,11,1,,,,,,,
2001,TENNESSEE,Maryville,"23,326",750,752,0,11,13,45,129,523,29,2,,,,,,,
2001,TENNESSEE,McMinnville,"12,863",872,875,1,6,22,43,127,603,70,3,,,,,,,
2001,TENNESSEE,Memphis4,"655,898","65,479","65,741",158,480,"4,338","5,886","15,874","29,207","9,536",262,,,,,,,
2001,TENNESSEE,Millington,"10,526",757,760,1,4,17,80,119,483,53,3,,,,,,,
2001,TENNESSEE,Morristown,"25,188","2,017","2,042",2,7,27,161,242,"1,450",128,25,,,,,,,
2001,TENNESSEE,Mount Juliet,"12,476",440,442,0,4,5,33,97,277,24,2,,,,,,,
2001,TENNESSEE,Murfreesboro,"69,430","3,539","3,545",0,19,85,279,378,"2,559",219,6,,,,,,,
2001,TENNESSEE,Nashville,"555,059","50,155","50,383",64,427,"2,521","6,063","7,842","27,837","5,401",228,,,,,,,
2001,TENNESSEE,Oak Ridge,"27,631","1,553","1,565",3,7,29,70,241,"1,138",65,12,,,,,,,
2001,TENNESSEE,Red Bank,"12,529",639,643,0,4,8,88,146,357,36,4,,,,,,,
2001,TENNESSEE,Sevierville,"11,862","1,041","1,042",1,5,8,50,135,768,74,1,,,,,,,
2001,TENNESSEE,Shelbyville,"16,249",807,808,3,11,24,82,168,478,41,1,,,,,,,
2001,TENNESSEE,Smyrna,"25,797","1,249","1,256",0,8,18,134,123,890,76,7,,,,,,,
2001,TENNESSEE,Soddy-Daisy,"11,633",486,487,1,3,3,67,96,280,36,1,,,,,,,
2001,TENNESSEE,Springfield,"14,457",965,965,5,7,22,139,80,654,58,0,,,,,,,
2001,TENNESSEE,Tullahoma,"18,154","1,159","1,170",1,1,30,73,192,806,56,11,,,,,,,
2001,TENNESSEE,Union City,"10,973",858,861,0,6,17,77,146,586,26,3,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,,,, ,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,TEXAS,Abilene,"118,561","5,186","5,223",2,66,88,227,"1,084","3,504",215,37,,,,,,,
2001,TEXAS,Addison,"14,487",908,908,0,6,16,30,117,635,104,0,,,,,,,
2001,TEXAS,Alamo,"15,095",862,864,2,0,4,23,113,678,42,2,,,,,,,
2001,TEXAS,Alice,"19,441","1,492","1,508",0,10,11,168,300,942,61,16,,,,,,,
2001,TEXAS,Allen,"44,542","1,350","1,352",0,9,15,39,323,910,54,2,,,,,,,
2001,TEXAS,Alvin,"21,899","1,030","1,033",1,5,21,56,171,703,73,3,,,,,,,
2001,TEXAS,Amarillo,"177,567","13,627","13,683",19,98,277,"1,008","2,533","8,747",945,56,,,,,,,
2001,TEXAS,Angleton,"18,541",653,655,1,15,7,71,127,382,50,2,,,,,,,
2001,TEXAS,Arlington,"340,525","24,551","24,609",15,145,687,"1,282","3,552","16,345","2,525",58,,,,,,,
2001,TEXAS,Athens,"11,553",770,774,1,2,17,113,156,451,30,4,,,,,,,
2001,TEXAS,Austin,"671,462","43,210","43,354",26,262,"1,171","1,670","7,439","29,276","3,366",144,,,,,,,
2001,TEXAS,Balch Springs,"19,815","1,191","1,191",2,10,31,52,171,755,170,0,,,,,,,
2001,TEXAS,Bay City,"19,091","1,154","1,157",1,0,22,65,259,770,37,3,,,,,,,
2001,TEXAS,Baytown,"67,938","3,053","3,070",4,34,56,132,546,"1,997",284,17,,,,,,,
2001,TEXAS,Beaumont,"116,450","8,845","8,904",10,158,361,585,"1,692","5,512",527,59,,,,,,,
2001,TEXAS,Bedford,"48,222","1,940","1,951",1,20,33,70,274,"1,424",118,11,,,,,,,
2001,TEXAS,Beeville,"13,427",450,450,0,2,3,27,88,311,19,0,,,,,,,
2001,TEXAS,Bellaire,"15,997",616,617,0,1,19,9,106,446,35,1,,,,,,,
2001,TEXAS,Belton,"14,955",566,567,0,0,5,31,138,384,8,1,,,,,,,
2001,TEXAS,Benbrook,"20,667",561,562,0,14,12,11,80,396,48,1,,,,,,,
2001,TEXAS,Big Spring,"25,806","1,004","1,011",1,15,3,40,300,610,35,7,,,,,,,
2001,TEXAS,Bonham,"10,217",495,495,0,13,10,56,70,323,23,0,,,,,,,
2001,TEXAS,Borger,"14,627",885,890,0,10,11,35,167,637,25,5,,,,,,,
2001,TEXAS,Brenham,"13,814",720,721,0,15,11,73,113,474,34,1,,,,,,,
2001,TEXAS,Brownsville,"142,893","11,910","11,945",7,27,180,595,"1,066","9,574",461,35,,,,,,,
2001,TEXAS,Brownwood,"19,240","1,544","1,551",1,16,7,211,304,890,115,7,,,,,,,
2001,TEXAS,Bryan,"67,150","4,041","4,049",4,66,64,325,741,"2,658",183,8,,,,,,,
2001,TEXAS,Burkburnett,"11,175",157,157,0,0,1,7,46,99,4,0,,,,,,,
2001,TEXAS,Burleson,"21,452",806,810,0,3,6,24,97,612,64,4,,,,,,,
2001,TEXAS,Canyon,"13,167",191,191,0,0,0,8,24,154,5,0,,,,,,,
2001,TEXAS,Carrollton,"112,063","3,842","3,865",2,2,52,135,802,"2,491",358,23,,,,,,,
2001,TEXAS,Cedar Hill,"32,821","1,348","1,349",0,23,14,47,337,820,107,1,,,,,,,
2001,TEXAS,Cedar Park,"26,640",643,647,1,1,4,40,133,437,27,4,,,,,,,
2001,TEXAS,Clute,"10,661",582,583,0,7,6,31,110,397,31,1,,,,,,,
2001,TEXAS,College Station,"69,431","2,507","2,512",1,35,18,58,285,"2,026",84,5,,,,,,,
2001,TEXAS,Colleyville,"20,082",304,312,0,1,2,3,54,230,14,8,,,,,,,
2001,TEXAS,Conroe,"37,646","2,782","2,792",2,17,96,190,480,"1,815",182,10,,,,,,,
2001,TEXAS,Converse,"11,769",275,277,0,13,7,6,52,172,25,2,,,,,,,
2001,TEXAS,Copperas Cove,"30,264","1,233","1,234",0,5,10,96,230,848,44,1,,,,,,,
2001,TEXAS,Corinth,"11,582",141,141,1,0,4,5,30,87,14,0,,,,,,,
2001,TEXAS,Corpus Christi,"283,750","22,534","22,658",19,224,582,"1,640","3,999","14,555","1,515",124,,,,,,,
2001,TEXAS,Corsicana,"25,041","1,748","1,758",1,17,33,35,388,"1,172",102,10,,,,,,,
2001,TEXAS,Dallas,"1,215,553","111,006","112,661",240,660,"8,330","8,546","20,635","53,611","18,984","1,655",,,,,,,
2001,TEXAS,Deer Park,"29,167",520,528,0,2,10,17,115,331,45,8,,,,,,,
2001,TEXAS,Del Rio,"34,636","1,384","1,387",0,0,16,57,231,"1,021",59,3,,,,,,,
2001,TEXAS,Denison,"23,290","1,434","1,443",0,3,17,41,334,952,87,9,,,,,,,
2001,TEXAS,Denton,"82,365","3,664","3,689",2,49,70,188,547,"2,652",156,25,,,,,,,
2001,TEXAS,DeSoto,"38,500","1,990","2,001",4,13,29,89,438,"1,252",165,11,,,,,,,
2001,TEXAS,Dickinson,"17,481",588,588,0,13,15,33,136,347,44,0,,,,,,,
2001,TEXAS,Donna,"15,103","1,020","1,023",1,3,9,52,227,693,35,3,,,,,,,
2001,TEXAS,Dumas,"14,059",458,460,1,3,2,47,82,302,21,2,,,,,,,
2001,TEXAS,Duncanville,"36,900","2,067","2,074",1,13,96,102,319,"1,302",234,7,,,,,,,
2001,TEXAS,Eagle Pass,"22,922","1,085","1,086",0,2,1,37,127,846,72,1,,,,,,,
2001,TEXAS,Edinburg,"49,565","4,866","4,893",0,41,63,195,634,"3,736",197,27,,,,,,,
2001,TEXAS,El Campo,"11,193",752,753,0,6,5,46,173,494,28,1,,,,,,,
2001,TEXAS,El Paso,"576,453","30,814","30,940",20,203,775,"3,388","2,553","22,039","1,836",126,,,,,,,
2001,TEXAS,Ennis,"16,409",962,963,0,13,20,38,179,651,61,1,,,,,,,
2001,TEXAS,Euless,"47,049","1,775","1,783",0,19,29,76,280,"1,218",153,8,,,,,,,
2001,TEXAS,Farmers Branch,"28,132","1,365","1,366",1,14,25,40,203,850,232,1,,,,,,,
2001,TEXAS,Flower Mound,"51,853",776,776,0,6,3,24,195,523,25,0,,,,,,,
2001,TEXAS,Forest Hill,"13,243",438,439,0,9,19,70,123,170,47,1,,,,,,,
2001,TEXAS,Fort Worth,"546,828","40,466","40,771",67,332,"1,389","2,076","7,971","24,675","3,956",305,,,,,,,
2001,TEXAS,Freeport,"12,996",541,543,0,18,7,40,136,315,25,2,,,,,,,
2001,TEXAS,Friendswood,"29,696",491,497,1,5,6,32,87,337,23,6,,,,,,,
2001,TEXAS,Frisco,"34,479","1,243","1,245",0,12,6,46,239,891,49,2,,,,,,,
2001,TEXAS,Gainesville,"15,891",933,937,0,2,8,19,170,698,36,4,,,,,,,
2001,TEXAS,Galena Park,"10,832",287,287,1,8,6,19,71,136,46,0,,,,,,,
2001,TEXAS,Garland,"220,665","9,568","9,625",9,45,274,264,"2,141","5,802","1,033",57,,,,,,,
2001,TEXAS,Gatesville,"15,945",267,268,0,6,1,31,52,173,4,1,,,,,,,
2001,TEXAS,Georgetown,"28,982",647,648,0,2,4,20,82,504,35,1,,,,,,,
2001,TEXAS,Grand Prairie,"130,319","6,928","6,982",6,51,128,199,"1,095","4,278","1,171",54,,,,,,,
2001,TEXAS,Grapevine,"43,013","1,670","1,673",0,5,20,42,231,"1,219",153,3,,,,,,,
2001,TEXAS,Greenville,"24,504","2,132","2,140",1,15,90,188,475,"1,240",123,8,,,,,,,
2001,TEXAS,Groves,"16,090",865,866,0,0,13,12,139,657,44,1,,,,,,,
2001,TEXAS,Haltom City,"39,903","2,016","2,029",2,13,25,115,458,"1,232",171,13,,,,,,,
2001,TEXAS,Harker Heights,"17,701",765,768,0,6,10,12,131,588,18,3,,,,,,,
2001,TEXAS,Harlingen,"58,870","4,611","4,631",5,36,66,221,989,"3,045",249,20,,,,,,,
2001,TEXAS,Henderson,"11,529",975,975,2,12,12,128,98,686,37,0,,,,,,,
2001,TEXAS,Hereford,"14,928",543,551,1,2,9,103,108,303,17,8,,,,,,,
2001,TEXAS,Hewitt,"11,337",327,328,0,5,0,13,90,207,12,1,,,,,,,
2001,TEXAS,Highland Village,"12,449",146,146,0,0,1,2,44,92,7,0,,,,,,,
2001,TEXAS,Houston,"1,997,965","141,987","143,745",267,945,"9,921","12,286","25,108","69,371","24,089","1,758",,,,,,,
2001,TEXAS,Humble,"14,910","1,352","1,356",0,10,36,42,158,889,217,4,,,,,,,
2001,TEXAS,Huntsville,"35,874","1,291","1,292",1,12,11,98,237,849,83,1,,,,,,,
2001,TEXAS,Hurst,"37,096","2,627","2,632",2,19,35,83,316,"2,035",137,5,,,,,,,
2001,TEXAS,Irving,"195,963","9,993","10,037",10,58,281,467,"1,387","6,561","1,229",44,,,,,,,
2001,TEXAS,Jacinto City,"10,536",455,458,0,0,6,8,63,315,63,3,,,,,,,
2001,TEXAS,Jacksonville,"14,183",836,841,1,17,20,63,187,506,42,5,,,,,,,
2001,TEXAS,Katy,"12,042",623,624,0,2,7,85,52,437,40,1,,,,,,,
2001,TEXAS,Keller,"27,966",540,542,0,5,6,67,80,365,17,2,,,,,,,
2001,TEXAS,Kerrville,"20,889",859,864,1,4,16,39,106,661,32,5,,,,,,,
2001,TEXAS,Kilgore,"11,557","1,117","1,120",0,13,17,39,187,830,31,3,,,,,,,
2001,TEXAS,Killeen,"88,883","5,263","5,304",8,40,153,355,"1,170","3,299",238,41,,,,,,,
2001,TEXAS,Kingsville,"26,155","1,289","1,295",0,11,11,100,203,930,34,6,,,,,,,
2001,TEXAS,Lake Jackson,"26,985",914,914,1,4,6,20,119,727,37,0,,,,,,,
2001,TEXAS,La Marque,"13,992",829,829,4,11,30,12,220,485,67,0,,,,,,,
2001,TEXAS,Lamesa,"10,178",324,325,0,1,2,41,78,188,14,1,,,,,,,
2001,TEXAS,Lancaster,"26,482","1,727","1,730",0,8,47,158,418,916,180,3,,,,,,,
2001,TEXAS,La Porte,"32,603",800,818,2,10,18,83,187,443,57,18,,,,,,,
2001,TEXAS,Laredo,"180,583","13,056","13,143",8,39,200,874,"1,791","9,125","1,019",87,,,,,,,
2001,TEXAS,League City,"46,475","1,146","1,149",1,4,35,24,207,803,72,3,,,,,,,
2001,TEXAS,Levelland,"13,158",276,294,0,4,3,28,47,186,8,18,,,,,,,
2001,TEXAS,Lewisville,"79,501","3,598","3,607",0,20,58,111,477,"2,572",360,9,,,,,,,
2001,TEXAS,Lockhart,"11,879",392,392,0,3,4,45,78,248,14,0,,,,,,,
2001,TEXAS,Longview,"75,008","6,130","6,144",8,101,167,275,"1,274","3,782",523,14,,,,,,,
2001,TEXAS,Lubbock,"204,093","14,063","14,129",10,100,317,"2,042","2,847","8,068",679,66,,,,,,,
